STT;Ma_ky_bao_cao;Nam_bao_cao;Tuan_bao_cao;Loai_luong_(XNK);Ten_nuoc_doi_tac;Mo_hang_hoa;Don_vi_so_luong;So_luong;So_luong_thay_the;Trong_luong_tinh_kg;Gia_tri_CIF_(USD);Gia_tri_FOB_(USD);Gia_tri_chinh_(USD)
14601;20240101;2024;52;Nhập khẩu;Thế giới;Máy in, máy photocopy, máy fax và phụ tùng;Cái;0;101677;323925,52;7118211,48;6833679,05;7118211,48
14603;20240101;2024;52;Nhập khẩu;Nhật Bản;Máy in, máy photocopy, máy fax và phụ tùng;kg;107205,6;79730;107205,6;3794981,96;3679187,41;3794981,96
14604;20240101;2024;52;Nhập khẩu;Philippines;Máy in, máy photocopy, máy fax và phụ tùng;kg;1,61;12;1,61;660,91;576;660,91
14605;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy in, máy photocopy, máy fax và phụ tùng;Cái;0;21155;211518,15;3206367,94;3040691,81;3206367,94
14626;20240101;2024;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;102443;102443;137275,58;32230960,22;31293606,12;32230960,22
14627;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;5557;5557;4178,73;1429040,65;1392727,61;1429040,65
14629;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;96800;96800;132889,12;30734275,6;29835263,25;30734275,6
14635;20240101;2024;52;Nhập khẩu;Hy Lạp;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;1696;1696;1952;716227,386;0;716227,386
14637;20240101;2024;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;399261;399261;114725,366;193633223;181058101;193633223
14638;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;2454;2454;3123;1719940;1693290;1719940
14641;20240101;2024;52;Nhập khẩu;Malaysia;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;1857;1857;123;123752;123683;123752
14643;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;348670;348670;86643,265;188433760;175888156;188433760
14644;20240101;2024;52;Nhập khẩu;Thái Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;46141;46141;24774;3300768;3300756;3300768
14750;20240101;2024;52;Nhập khẩu;Thế giới;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;Cái;0;1647610;687606,94;274820488,6;269191018,4;274820488,6
14751;20240101;2024;52;Nhập khẩu;Trung Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;Cái;0;18907;25938,72;1219289,59;1197740,06;1219289,59
14752;20240101;2024;52;Nhập khẩu;Hàn Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;Cái;0;1275;144,38;34824,15;33470,52;34824,15
14753;20240101;2024;52;Nhập khẩu;Trung Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;Cái;0;1627268;661318,64;273540610,6;267936788,7;273540610,6
14756;20240101;2024;52;Nhập khẩu;Bulgaria;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;806,805;0;346;170711,964;0;170711,964
14766;20240101;2024;52;Nhập khẩu;Slovenia;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;1161;1161;523;343471,791;0;343471,791
14775;20240101;2024;52;Nhập khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;671117,695;0;0;0;61829111,35;61829111,35
14782;20240101;2024;52;Nhập khẩu;Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;1400;1400;87,7;6201,44;5856;6201,44
14789;20240101;2024;52;Nhập khẩu;Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;602;602;253;8799;8403;8799
14797;20240101;2024;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;76538;76538;194293,81;5416672,14;5255089,88;5416672,14
14799;20240101;2024;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;76537;76537;194290,54;5416013,82;5254497,33;5416013,82
14803;20240101;2024;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;1248;1248;4473;111753;103535;111753
14826;20240101;2024;52;Nhập khẩu;Trung Quốc;Mạch tích hợp điện tử;chiếc/đơn vị;18146,256;0;249,17;1692041;1566169;1692041
14827;20240101;2024;52;Nhập khẩu;Hàn Quốc;Mạch tích hợp điện tử;chiếc/đơn vị;17820,452;0;419,367;2280133;2125084;2280133
14829;20240101;2024;52;Nhập khẩu;Châu Á khác (chưa xác định);Mạch tích hợp điện tử;chiếc/đơn vị;8513,849;0;6,211;11683;10889;11683
14833;20240101;2024;52;Nhập khẩu;Trung Quốc;Mạch tích hợp điện tử;chiếc/đơn vị;3405275,277;0;16695;123363429;114913285;123363429
14834;20240101;2024;52;Nhập khẩu;Thái Lan;Mạch tích hợp điện tử;chiếc/đơn vị;240,467;0;1,101;470;437;470
14835;20240101;2024;52;Nhập khẩu;Hoa Kỳ;Mạch tích hợp điện tử;chiếc/đơn vị;144,783;0;1,151;2388;2225;2388
14842;20240101;2024;52;Nhập khẩu;Thế giới;Máy in, máy photocopy, máy fax và phụ tùng;Cái;0;8773;74989,296;1325351,472;0;1325351,472
14843;20240101;2024;52;Nhập khẩu;Nhật Bản;Máy in, máy photocopy, máy fax và phụ tùng;kg;5,686;1;5,686;998,892;989,376;998,892
14844;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy in, máy photocopy, máy fax và phụ tùng;Cái;0;8772;74983,61;1324352,58;0;1324352,58
14851;20240101;2024;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;15807;15807;53336,91;6447781,549;6237378,772;6447781,549
14852;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;15063;15063;51274,83;6156403,069;5948830,772;6156403,069
14853;20240101;2024;52;Nhập khẩu;Hoa Kỳ;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;744;744;2062,08;291378,48;288548;291378,48
14856;20240101;2024;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;1657;1657;3469;1618707,002;0;1618707,002
14858;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;1616;1616;3420;1597397,416;0;1597397,416
14859;20240101;2024;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;491178;491178;236369,845;136572942,6;0;136572942,6
14860;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;3978;3978;540,428;216508,563;0;216508,563
14861;20240101;2024;52;Nhập khẩu;Hồng Kông (Trung Quốc);Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;1600;1600;380;121347,838;0;121347,838
14865;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;485584;485584;235388,525;136197313,3;0;136197313,3
14913;20240101;2024;52;Nhập khẩu;Thế giới;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;Cái;0;96152;34615,929;16939535,92;0;16939535,92
14914;20240101;2024;52;Nhập khẩu;Trung Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;Cái;0;2457;2077,596;220938,826;211583,09;220938,826
14916;20240101;2024;52;Nhập khẩu;Trung Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;Cái;0;93643;32495,843;16710627,26;15644849,74;16710627,26
14921;20240101;2024;52;Nhập khẩu;Trung Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;315;315;315;39162,232;0;39162,232
14922;20240101;2024;52;Nhập khẩu;Hàn Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;kg;2623;2623;2623;22967,324;0;22967,324
14928;20240101;2024;52;Nhập khẩu;Hoa Kỳ;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;5,271;0;4,587;2887,791;0;2887,791
14930;20240101;2024;52;Nhập khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;13771;13771;4481;1279487,859;0;1279487,859
14932;20240101;2024;52;Nhập khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;48100;48100;32795,4;2665496,098;0;2665496,098
14933;20240101;2024;52;Nhập khẩu;Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;5772;5772;614;19886,576;0;19886,576
14934;20240101;2024;52;Nhập khẩu;Trung Quốc;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;42312;42312;32139;2552730,454;0;2552730,454
14938;20240101;2024;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;42367,157;0;774291,81;10799403,05;0;10799403,05
14945;20240101;2024;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;706904;706904;608105,142;41185934,89;0;41185934,89
14946;20240101;2024;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;10561;10561;71996,142;1462075,196;0;1462075,196
14947;20240101;2024;52;Nhập khẩu;Indonesia;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;9216;9216;9676;830716,179;0;830716,179
14948;20240101;2024;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;687124;687124;526423;38854261,16;0;38854261,16
14950;20240101;2024;52;Nhập khẩu;Thế giới;Mạch tích hợp điện tử;chiếc/đơn vị;45111;45111;49712,68;1872865,042;0;1872865,042
14983;20240101;2024;52;Xuất khẩu;Estonia;Máy in, máy photocopy, máy fax và phụ tùng;chiếc/đơn vị;1397;1397;34220;0;636054,383;636054,383
15003;20240101;2024;52;Xuất khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;3690;3690;3264;0;943760,236;943760,236
15011;20240101;2024;52;Xuất khẩu;Đức;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;1387;1387;914;0;318836,926;318836,926
15019;20240101;2024;52;Xuất khẩu;Ba Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;475;475;491;0;122733,407;122733,407
15025;20240101;2024;52;Xuất khẩu;Thụy Điển;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;787;787;1063;0;277945,7;277945,7
15026;20240101;2024;52;Xuất khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;57896;57896;40846,79;0;7071941,635;7071941,635
15027;20240101;2024;52;Xuất khẩu;Áo;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;601;601;549,033;0;131004,837;131004,837
15028;20240101;2024;52;Xuất khẩu;Bỉ;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;1211;1211;1341,679;0;286164,076;286164,076
15032;20240101;2024;52;Xuất khẩu;Séc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;4199;4199;3108;0;432026,749;432026,749
15036;20240101;2024;52;Xuất khẩu;Đức;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;31900;31900;22354,033;0;2634310,552;2634310,552
15039;20240101;2024;52;Xuất khẩu;Ireland;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;212;212;123,023;0;22374,969;22374,969
15040;20240101;2024;52;Xuất khẩu;Ý;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;5331;5331;3009,039;0;697978,452;697978,452
15043;20240101;2024;52;Xuất khẩu;Luxembourg;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;255;255;381;0;92289,17;92289,17
15044;20240101;2024;52;Xuất khẩu;Malta;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;1156;1156;2487;0;588491,338;588491,338
15045;20240101;2024;52;Xuất khẩu;Hà Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;3957;3957;2320;0;500459,171;500459,171
15046;20240101;2024;52;Xuất khẩu;Ba Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;2651;2651;1846;0;404190,088;404190,088
15049;20240101;2024;52;Xuất khẩu;Slovakia;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;702;702;420;0;233976,019;233976,019
15051;20240101;2024;52;Xuất khẩu;Tây Ban Nha;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;5335;5335;2467,028;0;968267,253;968267,253
15108;20240101;2024;52;Xuất khẩu;Đan Mạch;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;278,312;0;109,42;0;52452,431;52452,431
15109;20240101;2024;52;Xuất khẩu;Estonia;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;3894,25;0;1149,066;0;371716,89;371716,89
15110;20240101;2024;52;Xuất khẩu;Pháp;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;107,575;0;47;0;80201,209;80201,209
15111;20240101;2024;52;Xuất khẩu;Đức;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;1393,57;0;303;0;335970,73;335970,73
15115;20240101;2024;52;Xuất khẩu;Latvia;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;253,767;0;88,323;0;44773,603;44773,603
15116;20240101;2024;52;Xuất khẩu;Litva;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;160,59;0;65;0;44878,39;44878,39
15120;20240101;2024;52;Xuất khẩu;Slovakia;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;29,017;0;12;0;13225,23;13225,23
15127;20240101;2024;52;Xuất khẩu;Croatia;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;67,9;0;140;0;45533,581;45533,581
15132;20240101;2024;52;Xuất khẩu;Phần Lan;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;591,4;0;2601;0;390087,753;390087,753
15138;20240101;2024;52;Xuất khẩu;Latvia;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;655,483;0;343;0;230521,061;230521,061
15151;20240101;2024;52;Xuất khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;79;79;69;0;47467,69;47467,69
15159;20240101;2024;52;Xuất khẩu;Thế giới;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;19791;19791;9199;0;2412249,377;2412249,377
15161;20240101;2024;52;Xuất khẩu;Bỉ;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;688;688;588;0;192932,152;192932,152
15169;20240101;2024;52;Xuất khẩu;Đức;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;11838;11838;5775;0;1468780,543;1468780,543
15177;20240101;2024;52;Xuất khẩu;Hà Lan;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;1027;1027;788;0;157763,446;157763,446
15178;20240101;2024;52;Xuất khẩu;Ba Lan;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;3616;3616;551;0;115619,881;115619,881
15183;20240101;2024;52;Xuất khẩu;Tây Ban Nha;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;518;518;166;0;66253,59;66253,59
15184;20240101;2024;52;Xuất khẩu;Thụy Điển;Thiết bị phát sóng vô tuyến/truyền hình, camera;chiếc/đơn vị;81;81;55;0;25553,92;25553,92
15185;20240101;2024;52;Xuất khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;963;963;8123;0;307969,415;307969,415
15190;20240101;2024;52;Xuất khẩu;Thụy Điển;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;234;234;3250;0;126372,677;126372,677
15191;20240101;2024;52;Xuất khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;8293;8293;92551,434;0;3607328,373;3607328,373
15193;20240101;2024;52;Xuất khẩu;Bỉ;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;1968;1968;12525,499;0;577506,259;577506,259
15201;20240101;2024;52;Xuất khẩu;Đức;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;2999;2999;30564,312;0;1306842,355;1306842,355
15210;20240101;2024;52;Xuất khẩu;Hà Lan;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;731;731;19719;0;520479,962;520479,962
15211;20240101;2024;52;Xuất khẩu;Ba Lan;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;345;345;3609;0;197711,944;197711,944
15216;20240101;2024;52;Xuất khẩu;Tây Ban Nha;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;373;373;7225;0;156986,297;156986,297
15251;20240101;2024;52;Nhập khẩu;Nhật Bản;Máy in, máy photocopy, máy fax và phụ tùng;kg;5695;5695;5695;442760,719;0;442760,719
15252;20240101;2024;52;Nhập khẩu;Philippines;Máy in, máy photocopy, máy fax và phụ tùng;chiếc/đơn vị;3735;3735;42324;514648,088;0;514648,088
15253;20240101;2024;52;Nhập khẩu;Singapore;Máy in, máy photocopy, máy fax và phụ tùng;kg;352;352;352;9810,206;0;9810,206
15255;20240101;2024;52;Nhập khẩu;Thái Lan;Máy in, máy photocopy, máy fax và phụ tùng;kg;3,42;0;3,42;244,155;0;244,155
15257;20240101;2024;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;955833;955833;492100,863;325512906,4;0;325512906,4
15260;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;17133;17133;30546;11699019,3;0;11699019,3
15263;20240101;2024;52;Nhập khẩu;Châu Á khác (chưa xác định);Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;882;882;1069;108683,499;0;108683,499
15265;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;888598;888598;428435;307144493,9;0;307144493,9
15268;20240101;2024;52;Nhập khẩu;Thái Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;47505;47505;30965;6152175,769;0;6152175,769
15315;20240101;2024;52;Nhập khẩu;Hàn Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;737,742;0;1118;336865,616;0;336865,616
15330;20240101;2024;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;168298;168298;954714;39698179,57;0;39698179,57
15334;20240101;2024;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;168131;168131;954511;39672615,61;0;39672615,61
15341;20240101;2024;52;Nhập khẩu;Malaysia;Mạch tích hợp điện tử;chiếc/đơn vị;117528;0;29,023;159875,337;0;159875,337
15361;20240101;2024;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;18597;18597;20452,853;7235987,642;0;7235987,642
15363;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;18594;18594;20449;7235705,764;0;7235705,764
15365;20240101;2024;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;438,389;0;492;157198,444;0;157198,444
15367;20240101;2024;52;Nhập khẩu;Đức;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;217;217;108;53607,057;0;53607,057
15372;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;53,389;0;37;8196,867;0;8196,867
15404;20240101;2024;52;Nhập khẩu;Thế giới;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;1962;1962;1002,671;592338,902;584540,366;592338,902
15406;20240101;2024;52;Nhập khẩu;Trung Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;1930;1930;988,302;586963,621;579480,102;586963,621
15410;20240101;2024;52;Nhập khẩu;Séc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;1,051;0;2;970,895;0;970,895
15414;20240101;2024;52;Nhập khẩu;Ý;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;77,231;0;66;35961,008;0;35961,008
15419;20240101;2024;52;Nhập khẩu;Tây Ban Nha;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;102,782;0;48;52911,086;0;52911,086
15430;20240101;2024;52;Nhập khẩu;Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;1906;1906;30852,458;807417,197;788558,091;807417,197
15432;20240101;2024;52;Nhập khẩu;Trung Quốc;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;1796;1796;29163,439;762402,227;743573,914;762402,227
15441;20240101;2024;52;Nhập khẩu;Châu Á khác (chưa xác định);Mạch tích hợp điện tử;chiếc/đơn vị;3023,185;0;6;3754,536;0;3754,536
15457;20240101;2024;52;Xuất khẩu;Thế giới;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;24,08;0;17;0;16532,279;16532,279
15459;20240101;2024;52;Xuất khẩu;Slovakia;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;21,08;0;14;0;14232,221;14232,221
15464;20240101;2024;52;Xuất khẩu trong nước;Ý;Máy in, máy photocopy, máy fax và phụ tùng;kg;1174;1174;1174;0;133971,867;133971,867
15466;20240101;2024;52;Xuất khẩu trong nước;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;3477;3477;2687,761;0;555377,941;555377,941
15467;20240101;2024;52;Xuất khẩu trong nước;Pháp;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;3037;3037;1915;0;401154,843;401154,843
15468;20240101;2024;52;Xuất khẩu trong nước;Đức;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;108;108;482;0;31367,09;31367,09
15510;20240101;2024;52;Nhập khẩu (hàng nước ngoài);Thế giới;Màn hình, máy chiếu, thiết bị thu truyền hình;chiếc/đơn vị;43663;43663;1950;317938;0;317938
15516;20240101;2024;52;Nhập khẩu;Thế giới;Máy in, máy photocopy, máy fax và phụ tùng;Cái;0;355;608,333;22454,995;17540,511;22454,995
15534;20240101;2024;52;Nhập khẩu;Séc;Máy in, máy photocopy, máy fax và phụ tùng;kg;542;542;542;35593,12;34158,46;35593,12
15538;20240101;2024;52;Nhập khẩu;Hy Lạp;Máy in, máy photocopy, máy fax và phụ tùng;kg;36,654;0;36,654;5814,16;5579,81;5814,16
15547;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;2,741;0;7;1658,314;0;1658,314
15549;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;2968,687;0;3112;880463,111;0;880463,111
15551;20240101;2024;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;18932,627;0;24353,57;4108585,07;3703883,48;4108585,07
15559;20240101;2024;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;78367;78367;61244,162;27626433,23;0;27626433,23
15566;20240101;2024;52;Nhập khẩu;Ý;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;4282;4282;4552,568;2213936,678;0;2213936,678
15567;20240101;2024;52;Nhập khẩu;Hà Lan;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;7712;7712;4908;1201135,102;0;1201135,102
15569;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;56269;56269;36310,42;20351496,07;0;20351496,07
15570;20240101;2024;52;Nhập khẩu;Tây Ban Nha;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;8807;8807;11801,041;3208152,095;0;3208152,095
15571;20240101;2024;52;Nhập khẩu;Thế giới;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;51935;51935;94354,507;15217556,19;14604180,69;15217556,19
15572;20240101;2024;52;Nhập khẩu;Áo;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;1345;1345;858,477;432568,62;415133,05;432568,62
15579;20240101;2024;52;Nhập khẩu;Đức;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;10523;10523;15960,456;1731093,42;1661318,05;1731093,42
15580;20240101;2024;52;Nhập khẩu;Hy Lạp;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;1548;1548;926;254299,5;244049,42;254299,5
15583;20240101;2024;52;Nhập khẩu;Ý;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;721;721;1833,616;185503,82;178026,68;185503,82
15587;20240101;2024;52;Nhập khẩu;Slovakia;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;30604;30604;68665;10987561,21;10544684,52;10987561,21
15588;20240101;2024;52;Nhập khẩu;Trung Quốc;Máy xử lý dữ liệu tự động (máy tính) và bộ phận;chiếc/đơn vị;3945;3945;2423,25;847714,58;813545,66;847714,58
15689;20240101;2024;52;Nhập khẩu;Trung Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;216,137;0;121;67369,02;66484,78;67369,02
15690;20240101;2024;52;Nhập khẩu;Hàn Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;1252,986;0;976,5;390550;376566,98;390550
15692;20240101;2024;52;Nhập khẩu;Trung Quốc;Điện thoại (kể cả di động) và thiết bị truyền dữ liệu;chiếc/đơn vị;173703,862;0;86263,222;54863815,82;53589783,54;54863815,82
